author,dominant_candidate,dominant_camp,n_candidates_engaged,candidates_list,eng_david_belliard,eng_emmanuel_gregoire,eng_ian_brossat,eng_pierre_yves_bournazel,eng_rachida_dati,eng_sarah_knafo,eng_sophia_chikirou,eng_thierry_mariani,community,comm_dominant_candidate
pasinfluencable,sarah_knafo,Droite,2,"sarah_knafo,thierry_mariani",0,0,0,0,0,1,0,1,sarah_knafo,sarah_knafo
pasquacharles2,sarah_knafo,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,sarah_knafo,sarah_knafo
pasquisf,rachida_dati,Droite,2,"pierre_yves_bournazel,rachida_dati",0,0,0,1,1,0,0,0,rachida_dati,rachida_dati
pasroc,thierry_mariani,Extreme droite,2,"sarah_knafo,thierry_mariani",0,0,0,0,0,1,0,1,thierry_mariani,thierry_mariani
passageterre,sarah_knafo,Droite,5,"david_belliard,pierre_yves_bournazel,rachida_dati,sarah_knafo,thierry_mariani",1,0,0,1,1,1,0,1,sarah_knafo,sarah_knafo
pastillej,sarah_knafo,Droite,3,"rachida_dati,sarah_knafo,thierry_mariani",0,0,0,0,1,1,0,1,sarah_knafo,sarah_knafo
pastisantifake,sarah_knafo,Droite,5,"ian_brossat,pierre_yves_bournazel,rachida_dati,sarah_knafo,thierry_mariani",0,0,1,1,1,1,0,1,sarah_knafo,sarah_knafo
pat223986916,pierre_yves_bournazel,Centre-droit,3,"david_belliard,pierre_yves_bournazel,rachida_dati",1,0,0,1,1,0,0,0,pierre_yves_bournazel,pierre_yves_bournazel
patbla2103,sarah_knafo,Droite,2,"pierre_yves_bournazel,sarah_knafo",0,0,0,1,0,1,0,0,sarah_knafo,sarah_knafo
patcar21320,pierre_yves_bournazel,Centre-droit,2,"david_belliard,pierre_yves_bournazel",1,0,0,1,0,0,0,0,pierre_yves_bournazel,pierre_yves_bournazel
patdinho911,sarah_knafo,Droite,2,"pierre_yves_bournazel,sarah_knafo",0,0,0,1,0,1,0,0,sarah_knafo,sarah_knafo
patlan34,sophia_chikirou,Gauche radicale,2,"sarah_knafo,sophia_chikirou",0,0,0,0,0,1,1,0,sophia_chikirou,sophia_chikirou
patmon012,pierre_yves_bournazel,Centre-droit,2,"pierre_yves_bournazel,thierry_mariani",0,0,0,1,0,0,0,1,pierre_yves_bournazel,pierre_yves_bournazel
pato.che40,sophia_chikirou,Gauche radicale,2,"pierre_yves_bournazel,sophia_chikirou",0,0,0,1,0,0,1,0,sophia_chikirou,sophia_chikirou
patrice36384754,sophia_chikirou,Gauche radicale,2,"sarah_knafo,sophia_chikirou",0,0,0,0,0,1,1,0,sophia_chikirou,sophia_chikirou
patrice_koch,rachida_dati,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,rachida_dati,rachida_dati
patricecali,sarah_knafo,Droite,2,"pierre_yves_bournazel,sarah_knafo",0,0,0,1,0,1,0,0,sarah_knafo,sarah_knafo
patriceidfrance,sarah_knafo,Droite,2,"pierre_yves_bournazel,sarah_knafo",0,0,0,1,0,1,0,0,sarah_knafo,sarah_knafo
patricia_darmon,david_belliard,Gauche,2,"david_belliard,ian_brossat",1,0,1,0,0,0,0,0,david_belliard,david_belliard
patriciaimmo,david_belliard,Gauche,3,"david_belliard,emmanuel_gregoire,pierre_yves_bournazel",1,1,0,1,0,0,0,0,david_belliard,david_belliard
patriciapo91002,sarah_knafo,Droite,3,"pierre_yves_bournazel,sarah_knafo,thierry_mariani",0,0,0,1,0,1,0,1,sarah_knafo,sarah_knafo
patrick.fosse,ian_brossat,Gauche radicale,4,"emmanuel_gregoire,ian_brossat,rachida_dati,sarah_knafo",0,1,1,0,1,1,0,0,ian_brossat,ian_brossat
patrick94649959,sarah_knafo,Droite,2,"david_belliard,sarah_knafo",1,0,0,0,0,1,0,0,sarah_knafo,sarah_knafo
patrick_edery,thierry_mariani,Extreme droite,2,"sarah_knafo,thierry_mariani",0,0,0,0,0,1,0,1,thierry_mariani,thierry_mariani
patrickkdl1,ian_brossat,Gauche radicale,4,"david_belliard,ian_brossat,pierre_yves_bournazel,sarah_knafo",1,0,1,1,0,1,0,0,ian_brossat,ian_brossat
patricknele,sarah_knafo,Droite,2,"sarah_knafo,thierry_mariani",0,0,0,0,0,1,0,1,sarah_knafo,sarah_knafo
patrickpetit,sarah_knafo,Droite,2,"pierre_yves_bournazel,sarah_knafo",0,0,0,1,0,1,0,0,sarah_knafo,sarah_knafo
patrickpkd,sarah_knafo,Droite,2,"ian_brossat,sarah_knafo",0,0,1,0,0,1,0,0,sarah_knafo,sarah_knafo
patricktaudiere,sarah_knafo,Droite,3,"pierre_yves_bournazel,sarah_knafo,thierry_mariani",0,0,0,1,0,1,0,1,sarah_knafo,sarah_knafo
patrickzoppis,thierry_mariani,Extreme droite,2,"sarah_knafo,thierry_mariani",0,0,0,0,0,1,0,1,thierry_mariani,thierry_mariani
patriot1953277,sarah_knafo,Droite,3,"ian_brossat,rachida_dati,sarah_knafo",0,0,1,0,1,1,0,0,sarah_knafo,sarah_knafo
patriot32162436,pierre_yves_bournazel,Centre-droit,3,"david_belliard,pierre_yves_bournazel,rachida_dati",1,0,0,1,1,0,0,0,pierre_yves_bournazel,pierre_yves_bournazel
patriote4671,rachida_dati,Droite,3,"rachida_dati,sarah_knafo,thierry_mariani",0,0,0,0,1,1,0,1,rachida_dati,rachida_dati
patriotezfr,sarah_knafo,Droite,3,"pierre_yves_bournazel,sarah_knafo,thierry_mariani",0,0,0,1,0,1,0,1,sarah_knafo,sarah_knafo
paulasteroide,pierre_yves_bournazel,Centre-droit,2,"emmanuel_gregoire,pierre_yves_bournazel",0,1,0,1,0,0,0,0,pierre_yves_bournazel,pierre_yves_bournazel
paulinec1949,rachida_dati,Droite,2,"pierre_yves_bournazel,rachida_dati",0,0,0,1,1,0,0,0,rachida_dati,rachida_dati
paulmuad18,rachida_dati,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,rachida_dati,rachida_dati
paulo20221,thierry_mariani,Extreme droite,2,"sarah_knafo,thierry_mariani",0,0,0,0,0,1,0,1,thierry_mariani,thierry_mariani
pbelassen66103,rachida_dati,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,rachida_dati,rachida_dati
pblanrue,rachida_dati,Droite,2,"pierre_yves_bournazel,rachida_dati",0,0,0,1,1,0,0,0,rachida_dati,rachida_dati
pboudsocq,emmanuel_gregoire,Gauche,4,"david_belliard,emmanuel_gregoire,pierre_yves_bournazel,rachida_dati",1,1,0,1,1,0,0,0,emmanuel_gregoire,emmanuel_gregoire
pbynight,david_belliard,Gauche,2,"david_belliard,pierre_yves_bournazel",1,0,0,1,0,0,0,0,david_belliard,david_belliard
pchaibriant,sarah_knafo,Droite,2,"pierre_yves_bournazel,sarah_knafo",0,0,0,1,0,1,0,0,sarah_knafo,sarah_knafo
pdebazoches,pierre_yves_bournazel,Centre-droit,2,"ian_brossat,pierre_yves_bournazel",0,0,1,1,0,0,0,0,pierre_yves_bournazel,pierre_yves_bournazel
pdedamas,pierre_yves_bournazel,Centre-droit,2,"ian_brossat,pierre_yves_bournazel",0,0,1,1,0,0,0,0,pierre_yves_bournazel,pierre_yves_bournazel
peag22,sarah_knafo,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,sarah_knafo,sarah_knafo
pedrop0875,david_belliard,Gauche,3,"david_belliard,emmanuel_gregoire,pierre_yves_bournazel",1,1,0,1,0,0,0,0,david_belliard,david_belliard
pegase83000,rachida_dati,Droite,3,"pierre_yves_bournazel,rachida_dati,sophia_chikirou",0,0,0,1,1,0,1,0,rachida_dati,rachida_dati
pejanjd,pierre_yves_bournazel,Centre-droit,2,"pierre_yves_bournazel,sarah_knafo",0,0,0,1,0,1,0,0,pierre_yves_bournazel,pierre_yves_bournazel
peka11007228,rachida_dati,Droite,2,"ian_brossat,rachida_dati",0,0,1,0,1,0,0,0,rachida_dati,rachida_dati
penguinflats,sophia_chikirou,Gauche radicale,2,"ian_brossat,sophia_chikirou",0,0,1,0,0,0,1,0,sophia_chikirou,sophia_chikirou
penhaligonne70,thierry_mariani,Extreme droite,5,"david_belliard,pierre_yves_bournazel,rachida_dati,sarah_knafo,thierry_mariani",1,0,0,1,1,1,0,1,thierry_mariani,thierry_mariani
penkovskyy,sarah_knafo,Droite,3,"pierre_yves_bournazel,sarah_knafo,thierry_mariani",0,0,0,1,0,1,0,1,sarah_knafo,sarah_knafo
penseefrancaise,sarah_knafo,Droite,2,"sarah_knafo,thierry_mariani",0,0,0,0,0,1,0,1,sarah_knafo,sarah_knafo
pensezbibi,pierre_yves_bournazel,Centre-droit,3,"ian_brossat,pierre_yves_bournazel,thierry_mariani",0,0,1,1,0,0,0,1,pierre_yves_bournazel,pierre_yves_bournazel
pere_pain,pierre_yves_bournazel,Centre-droit,2,"emmanuel_gregoire,pierre_yves_bournazel",0,1,0,1,0,0,0,0,pierre_yves_bournazel,pierre_yves_bournazel
peronhenri,rachida_dati,Droite,2,"pierre_yves_bournazel,rachida_dati",0,0,0,1,1,0,0,0,rachida_dati,rachida_dati
persigny92,rachida_dati,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,rachida_dati,rachida_dati
pertuisantioche,david_belliard,Gauche,2,"david_belliard,emmanuel_gregoire",1,1,0,0,0,0,0,0,david_belliard,david_belliard
pesagesud,sarah_knafo,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,sarah_knafo,sarah_knafo
pesgromoukat,sarah_knafo,Droite,4,"ian_brossat,sarah_knafo,sophia_chikirou,thierry_mariani",0,0,1,0,0,1,1,1,sarah_knafo,sarah_knafo
petcp,sarah_knafo,Droite,3,"david_belliard,rachida_dati,sarah_knafo",1,0,0,0,1,1,0,0,sarah_knafo,sarah_knafo
petitparisminiature,ian_brossat,Gauche radicale,2,"emmanuel_gregoire,ian_brossat",0,1,1,0,0,0,0,0,ian_brossat,ian_brossat
petitpirat,sarah_knafo,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,sarah_knafo,sarah_knafo
pf738926,thierry_mariani,Extreme droite,2,"sarah_knafo,thierry_mariani",0,0,0,0,0,1,0,1,thierry_mariani,thierry_mariani
pfrancois14,sarah_knafo,Droite,2,"sarah_knafo,sophia_chikirou",0,0,0,0,0,1,1,0,sarah_knafo,sarah_knafo
pgannat,sarah_knafo,Droite,2,"sarah_knafo,thierry_mariani",0,0,0,0,0,1,0,1,sarah_knafo,sarah_knafo
pguglielmoni64,thierry_mariani,Extreme droite,3,"rachida_dati,sarah_knafo,thierry_mariani",0,0,0,0,1,1,0,1,thierry_mariani,thierry_mariani
pharwest31,sarah_knafo,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,sarah_knafo,sarah_knafo
phblt1,rachida_dati,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,rachida_dati,rachida_dati
phd442,thierry_mariani,Extreme droite,2,"pierre_yves_bournazel,thierry_mariani",0,0,0,1,0,0,0,1,thierry_mariani,thierry_mariani
phdes,rachida_dati,Droite,2,"pierre_yves_bournazel,rachida_dati",0,0,0,1,1,0,0,0,rachida_dati,rachida_dati
phenician_dream,ian_brossat,Gauche radicale,2,"david_belliard,ian_brossat",1,0,1,0,0,0,0,0,ian_brossat,ian_brossat
phenix7_phenix,rachida_dati,Droite,2,"rachida_dati,thierry_mariani",0,0,0,0,1,0,0,1,rachida_dati,rachida_dati
phenixphnix,rachida_dati,Droite,3,"rachida_dati,sarah_knafo,thierry_mariani",0,0,0,0,1,1,0,1,rachida_dati,rachida_dati
phidupeuple,sarah_knafo,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,sarah_knafo,sarah_knafo
phil_59__,david_belliard,Gauche,2,"david_belliard,thierry_mariani",1,0,0,0,0,0,0,1,david_belliard,david_belliard
phil_ach,pierre_yves_bournazel,Centre-droit,2,"pierre_yves_bournazel,sarah_knafo",0,0,0,1,0,1,0,0,pierre_yves_bournazel,pierre_yves_bournazel
phil_fouineur,sarah_knafo,Droite,3,"pierre_yves_bournazel,rachida_dati,sarah_knafo",0,0,0,1,1,1,0,0,sarah_knafo,sarah_knafo
phil_mesa,sarah_knafo,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,sarah_knafo,sarah_knafo
phil_tournier,david_belliard,Gauche,2,"david_belliard,ian_brossat",1,0,1,0,0,0,0,0,david_belliard,david_belliard
philabeille,sarah_knafo,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,sarah_knafo,sarah_knafo
philb3157,sarah_knafo,Droite,3,"ian_brossat,rachida_dati,sarah_knafo",0,0,1,0,1,1,0,0,sarah_knafo,sarah_knafo
philber78,sarah_knafo,Droite,2,"pierre_yves_bournazel,sarah_knafo",0,0,0,1,0,1,0,0,sarah_knafo,sarah_knafo
philbercy,david_belliard,Gauche,2,"david_belliard,ian_brossat",1,0,1,0,0,0,0,0,david_belliard,david_belliard
philcommonsense,rachida_dati,Droite,2,"pierre_yves_bournazel,rachida_dati",0,0,0,1,1,0,0,0,rachida_dati,rachida_dati
philcox2015,david_belliard,Gauche,2,"david_belliard,pierre_yves_bournazel",1,0,0,1,0,0,0,0,david_belliard,david_belliard
phildarco,david_belliard,Gauche,2,"david_belliard,sophia_chikirou",1,0,0,0,0,0,1,0,david_belliard,david_belliard
philgrand74,thierry_mariani,Extreme droite,2,"pierre_yves_bournazel,thierry_mariani",0,0,0,1,0,0,0,1,thierry_mariani,thierry_mariani
philhwo,ian_brossat,Gauche radicale,3,"david_belliard,ian_brossat,sophia_chikirou",1,0,1,0,0,0,1,0,ian_brossat,ian_brossat
philipp81346304,sarah_knafo,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,sarah_knafo,sarah_knafo
philippebansil1,pierre_yves_bournazel,Centre-droit,4,"david_belliard,ian_brossat,pierre_yves_bournazel,rachida_dati",1,0,1,1,1,0,0,0,pierre_yves_bournazel,pierre_yves_bournazel
philippebodin2,thierry_mariani,Extreme droite,2,"sarah_knafo,thierry_mariani",0,0,0,0,0,1,0,1,thierry_mariani,thierry_mariani
philipperapha15,sarah_knafo,Droite,2,"sarah_knafo,thierry_mariani",0,0,0,0,0,1,0,1,sarah_knafo,sarah_knafo
philmorea,david_belliard,Gauche,4,"david_belliard,emmanuel_gregoire,ian_brossat,rachida_dati",1,1,1,0,1,0,0,0,david_belliard,david_belliard
phiphi86437386,ian_brossat,Gauche radicale,2,"david_belliard,ian_brossat",1,0,1,0,0,0,0,0,ian_brossat,ian_brossat
phlachaise,ian_brossat,Gauche radicale,3,"david_belliard,emmanuel_gregoire,ian_brossat",1,1,1,0,0,0,0,0,ian_brossat,ian_brossat
phoenixsim777,sarah_knafo,Droite,3,"david_belliard,sarah_knafo,thierry_mariani",1,0,0,0,0,1,0,1,sarah_knafo,sarah_knafo
phosophiahah,david_belliard,Gauche,3,"david_belliard,rachida_dati,sarah_knafo",1,0,0,0,1,1,0,0,david_belliard,david_belliard
photosnicolas89,sarah_knafo,Droite,2,"sarah_knafo,thierry_mariani",0,0,0,0,0,1,0,1,sarah_knafo,sarah_knafo
phthivolle,sarah_knafo,Droite,4,"david_belliard,rachida_dati,sarah_knafo,thierry_mariani",1,0,0,0,1,1,0,1,sarah_knafo,sarah_knafo
piecedegateau,sophia_chikirou,Gauche radicale,3,"ian_brossat,pierre_yves_bournazel,sophia_chikirou",0,0,1,1,0,0,1,0,sophia_chikirou,sophia_chikirou
pier2kan,sarah_knafo,Droite,2,"sarah_knafo,thierry_mariani",0,0,0,0,0,1,0,1,sarah_knafo,sarah_knafo
piern9,sarah_knafo,Droite,3,"ian_brossat,sarah_knafo,thierry_mariani",0,0,1,0,0,1,0,1,sarah_knafo,sarah_knafo
pierre_bra59000,sarah_knafo,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,sarah_knafo,sarah_knafo
pierre_christen,sarah_knafo,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,sarah_knafo,sarah_knafo
pierre_corsu,sarah_knafo,Droite,2,"pierre_yves_bournazel,sarah_knafo",0,0,0,1,0,1,0,0,sarah_knafo,sarah_knafo
pierre_rogeon,rachida_dati,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,rachida_dati,rachida_dati
pierreapolitiqu,thierry_mariani,Extreme droite,2,"sarah_knafo,thierry_mariani",0,0,0,0,0,1,0,1,thierry_mariani,thierry_mariani
pierreb57082927,rachida_dati,Droite,4,"david_belliard,ian_brossat,rachida_dati,sarah_knafo",1,0,1,0,1,1,0,0,rachida_dati,rachida_dati
pierrebouzin,pierre_yves_bournazel,Centre-droit,2,"pierre_yves_bournazel,rachida_dati",0,0,0,1,1,0,0,0,pierre_yves_bournazel,pierre_yves_bournazel
pierrefrance59,rachida_dati,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,rachida_dati,rachida_dati
pierregaudin75,rachida_dati,Droite,2,"pierre_yves_bournazel,rachida_dati",0,0,0,1,1,0,0,0,rachida_dati,rachida_dati
pierregueros,pierre_yves_bournazel,Centre-droit,2,"david_belliard,pierre_yves_bournazel",1,0,0,1,0,0,0,0,pierre_yves_bournazel,pierre_yves_bournazel
pierrehcommien,rachida_dati,Droite,2,"pierre_yves_bournazel,rachida_dati",0,0,0,1,1,0,0,0,rachida_dati,rachida_dati
pierrehenry75,rachida_dati,Droite,3,"ian_brossat,pierre_yves_bournazel,rachida_dati",0,0,1,1,1,0,0,0,rachida_dati,rachida_dati
pierrejeanneri,pierre_yves_bournazel,Centre-droit,2,"david_belliard,pierre_yves_bournazel",1,0,0,1,0,0,0,0,pierre_yves_bournazel,pierre_yves_bournazel
pierrekanuty,pierre_yves_bournazel,Centre-droit,2,"david_belliard,pierre_yves_bournazel",1,0,0,1,0,0,0,0,pierre_yves_bournazel,pierre_yves_bournazel
pierrem98,rachida_dati,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,rachida_dati,rachida_dati
pierrererd,ian_brossat,Gauche radicale,3,"david_belliard,emmanuel_gregoire,ian_brossat",1,1,1,0,0,0,0,0,ian_brossat,ian_brossat
pierricv,thierry_mariani,Extreme droite,2,"sarah_knafo,thierry_mariani",0,0,0,0,0,1,0,1,thierry_mariani,thierry_mariani
pierrot_f,sarah_knafo,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,sarah_knafo,sarah_knafo
piervee,sarah_knafo,Droite,2,"ian_brossat,sarah_knafo",0,0,1,0,0,1,0,0,sarah_knafo,sarah_knafo
pignonavecunp,sarah_knafo,Droite,2,"ian_brossat,sarah_knafo",0,0,1,0,0,1,0,0,sarah_knafo,sarah_knafo
pilatorene,sophia_chikirou,Gauche radicale,2,"sarah_knafo,sophia_chikirou",0,0,0,0,0,1,1,0,sophia_chikirou,sophia_chikirou
pine_ailleurs,sarah_knafo,Droite,2,"sarah_knafo,thierry_mariani",0,0,0,0,0,1,0,1,sarah_knafo,sarah_knafo
pinguoinsecours,sarah_knafo,Droite,3,"pierre_yves_bournazel,rachida_dati,sarah_knafo",0,0,0,1,1,1,0,0,sarah_knafo,sarah_knafo
pinkmoback,sarah_knafo,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,sarah_knafo,sarah_knafo
pinonjeanpierre,pierre_yves_bournazel,Centre-droit,2,"david_belliard,pierre_yves_bournazel",1,0,0,1,0,0,0,0,pierre_yves_bournazel,pierre_yves_bournazel
piquouzeagogo,david_belliard,Gauche,4,"david_belliard,ian_brossat,sarah_knafo,sophia_chikirou",1,0,1,0,0,1,1,0,david_belliard,david_belliard
pitchan111,rachida_dati,Droite,2,"pierre_yves_bournazel,rachida_dati",0,0,0,1,1,0,0,0,rachida_dati,rachida_dati
pjbonnat,thierry_mariani,Extreme droite,2,"rachida_dati,thierry_mariani",0,0,0,0,1,0,0,1,thierry_mariani,thierry_mariani
pjpp01,sophia_chikirou,Gauche radicale,3,"rachida_dati,sophia_chikirou,thierry_mariani",0,0,0,0,1,0,1,1,sophia_chikirou,sophia_chikirou
plainard1987,ian_brossat,Gauche radicale,2,"david_belliard,ian_brossat",1,0,1,0,0,0,0,0,ian_brossat,ian_brossat
plantigrade23,sarah_knafo,Droite,2,"sarah_knafo,thierry_mariani",0,0,0,0,0,1,0,1,sarah_knafo,sarah_knafo
pletfranco57160,sarah_knafo,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,sarah_knafo,sarah_knafo
plombchauff78,sarah_knafo,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,sarah_knafo,sarah_knafo
plumedaliocha,rachida_dati,Droite,3,"ian_brossat,pierre_yves_bournazel,rachida_dati",0,0,1,1,1,0,0,0,rachida_dati,rachida_dati
politiquesfilms,rachida_dati,Droite,5,"emmanuel_gregoire,pierre_yves_bournazel,rachida_dati,sarah_knafo,thierry_mariani",0,1,0,1,1,1,0,1,rachida_dati,rachida_dati
politiquetarot,sarah_knafo,Droite,3,"pierre_yves_bournazel,rachida_dati,sarah_knafo",0,0,0,1,1,1,0,0,sarah_knafo,sarah_knafo
politpassion39,rachida_dati,Droite,3,"david_belliard,ian_brossat,rachida_dati",1,0,1,0,1,0,0,0,rachida_dati,rachida_dati
poloicko,sarah_knafo,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,sarah_knafo,sarah_knafo
polosonrouge,rachida_dati,Droite,2,"pierre_yves_bournazel,rachida_dati",0,0,0,1,1,0,0,0,rachida_dati,rachida_dati
poluxlefou1,pierre_yves_bournazel,Centre-droit,2,"pierre_yves_bournazel,rachida_dati",0,0,0,1,1,0,0,0,pierre_yves_bournazel,pierre_yves_bournazel
pomarbo,sarah_knafo,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,sarah_knafo,sarah_knafo
pompier_75,pierre_yves_bournazel,Centre-droit,3,"david_belliard,pierre_yves_bournazel,rachida_dati",1,0,0,1,1,0,0,0,pierre_yves_bournazel,pierre_yves_bournazel
popo16121118591,rachida_dati,Droite,2,"ian_brossat,rachida_dati",0,0,1,0,1,0,0,0,rachida_dati,rachida_dati
poppendinger,sarah_knafo,Droite,2,"sarah_knafo,thierry_mariani",0,0,0,0,0,1,0,1,sarah_knafo,sarah_knafo
populiste63,pierre_yves_bournazel,Centre-droit,3,"pierre_yves_bournazel,rachida_dati,sarah_knafo",0,0,0,1,1,1,0,0,pierre_yves_bournazel,pierre_yves_bournazel
porthosmd,sarah_knafo,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,sarah_knafo,sarah_knafo
potentiel70,sarah_knafo,Droite,3,"pierre_yves_bournazel,sarah_knafo,thierry_mariani",0,0,0,1,0,1,0,1,sarah_knafo,sarah_knafo
pouceopposable,pierre_yves_bournazel,Centre-droit,4,"ian_brossat,pierre_yves_bournazel,rachida_dati,sarah_knafo",0,0,1,1,1,1,0,0,pierre_yves_bournazel,pierre_yves_bournazel
pouletvinjaune,pierre_yves_bournazel,Centre-droit,2,"pierre_yves_bournazel,rachida_dati",0,0,0,1,1,0,0,0,pierre_yves_bournazel,pierre_yves_bournazel
poupette7154,sarah_knafo,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,sarah_knafo,sarah_knafo
pourpier75,sarah_knafo,Droite,2,"emmanuel_gregoire,sarah_knafo",0,1,0,0,0,1,0,0,sarah_knafo,sarah_knafo
pourriicicest,rachida_dati,Droite,3,"david_belliard,pierre_yves_bournazel,rachida_dati",1,0,0,1,1,0,0,0,rachida_dati,rachida_dati
pouss7,david_belliard,Gauche,3,"david_belliard,pierre_yves_bournazel,rachida_dati",1,0,0,1,1,0,0,0,david_belliard,david_belliard
poussetorti,sarah_knafo,Droite,2,"pierre_yves_bournazel,sarah_knafo",0,0,0,1,0,1,0,0,sarah_knafo,sarah_knafo
poutinehuilo,sarah_knafo,Droite,2,"sarah_knafo,thierry_mariani",0,0,0,0,0,1,0,1,sarah_knafo,sarah_knafo
pr0_user,sarah_knafo,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,sarah_knafo,sarah_knafo
pr1cedechezloub,sarah_knafo,Droite,3,"pierre_yves_bournazel,sarah_knafo,thierry_mariani",0,0,0,1,0,1,0,1,sarah_knafo,sarah_knafo
pragmatic4,pierre_yves_bournazel,Centre-droit,2,"david_belliard,pierre_yves_bournazel",1,0,0,1,0,0,0,0,pierre_yves_bournazel,pierre_yves_bournazel
prenmoipour1con,sarah_knafo,Droite,2,"pierre_yves_bournazel,sarah_knafo",0,0,0,1,0,1,0,0,sarah_knafo,sarah_knafo
preumontcarolyn,sarah_knafo,Droite,2,"sarah_knafo,thierry_mariani",0,0,0,0,0,1,0,1,sarah_knafo,sarah_knafo
primavera75012,sarah_knafo,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,sarah_knafo,sarah_knafo
primeutime,rachida_dati,Droite,2,"rachida_dati,thierry_mariani",0,0,0,0,1,0,0,1,rachida_dati,rachida_dati
princedecannes,sarah_knafo,Droite,5,"ian_brossat,pierre_yves_bournazel,rachida_dati,sarah_knafo,thierry_mariani",0,0,1,1,1,1,0,1,sarah_knafo,sarah_knafo
princesse_rasta,thierry_mariani,Extreme droite,2,"rachida_dati,thierry_mariani",0,0,0,0,1,0,0,1,thierry_mariani,thierry_mariani
prome_golden,ian_brossat,Gauche radicale,2,"david_belliard,ian_brossat",1,0,1,0,0,0,0,0,ian_brossat,ian_brossat
prototype2222,pierre_yves_bournazel,Centre-droit,2,"pierre_yves_bournazel,sarah_knafo",0,0,0,1,0,1,0,0,pierre_yves_bournazel,pierre_yves_bournazel
proy_de,thierry_mariani,Extreme droite,2,"rachida_dati,thierry_mariani",0,0,0,0,1,0,0,1,thierry_mariani,thierry_mariani
ps_sl39489,sarah_knafo,Droite,2,"sarah_knafo,thierry_mariani",0,0,0,0,0,1,0,1,sarah_knafo,sarah_knafo
psyko6276,sarah_knafo,Droite,2,"sarah_knafo,thierry_mariani",0,0,0,0,0,1,0,1,sarah_knafo,sarah_knafo
ptishalou,rachida_dati,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,rachida_dati,rachida_dati
pttramoneur,sarah_knafo,Droite,2,"ian_brossat,sarah_knafo",0,0,1,0,0,1,0,0,sarah_knafo,sarah_knafo
pugliesejj,david_belliard,Gauche,3,"david_belliard,pierre_yves_bournazel,rachida_dati",1,0,0,1,1,0,0,0,david_belliard,david_belliard
pupuce5637,rachida_dati,Droite,2,"pierre_yves_bournazel,rachida_dati",0,0,0,1,1,0,0,0,rachida_dati,rachida_dati
pygz1,sarah_knafo,Droite,2,"pierre_yves_bournazel,sarah_knafo",0,0,0,1,0,1,0,0,sarah_knafo,sarah_knafo
pyh_pierre,pierre_yves_bournazel,Centre-droit,3,"david_belliard,pierre_yves_bournazel,rachida_dati",1,0,0,1,1,0,0,0,pierre_yves_bournazel,pierre_yves_bournazel
pyramidallinker,sarah_knafo,Droite,2,"sarah_knafo,thierry_mariani",0,0,0,0,0,1,0,1,sarah_knafo,sarah_knafo
qgml_75,sarah_knafo,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,sarah_knafo,sarah_knafo
qsb75,pierre_yves_bournazel,Centre-droit,2,"pierre_yves_bournazel,rachida_dati",0,0,0,1,1,0,0,0,pierre_yves_bournazel,pierre_yves_bournazel
quanticfrog,pierre_yves_bournazel,Centre-droit,2,"pierre_yves_bournazel,sarah_knafo",0,0,0,1,0,1,0,0,pierre_yves_bournazel,pierre_yves_bournazel
