author1,author2,n_co_timings,candidates
ProfessorTweet3,romuald_correia,1,Knafo
Samuel_Lafont,romuald_correia,1,Knafo
Babylone771,MaximeTHEBAUL10,1,Knafo
Babylone771,Volkhiar,1,Knafo
MaximeTHEBAUL10,Volkhiar,1,Knafo
Bahsief93,Volkhiar,1,Knafo
GilletCorinne2,Samuel_Lafont,1,Knafo
Samuel_Lafont,bingopanam,1,Knafo
Samuel_Lafont,ngoloshabazz,1,Knafo
Samuel_Lafont,matteoFZ75,1,Knafo
Samuel_Lafont,hudsuck3r,1,Knafo
GilletCorinne2,bingopanam,1,Knafo
GilletCorinne2,ngoloshabazz,1,Knafo
GilletCorinne2,matteoFZ75,1,Knafo
GilletCorinne2,hudsuck3r,1,Knafo
bingopanam,ngoloshabazz,1,Knafo
bingopanam,matteoFZ75,1,Knafo
bingopanam,hudsuck3r,1,Knafo
bingopanam,romuald_correia,1,Knafo
LusoHerisson,bingopanam,1,Knafo
matteoFZ75,ngoloshabazz,1,Knafo
hudsuck3r,ngoloshabazz,1,Knafo
ngoloshabazz,romuald_correia,1,Knafo
LusoHerisson,ngoloshabazz,1,Knafo
hudsuck3r,matteoFZ75,1,Knafo
matteoFZ75,romuald_correia,1,Knafo
LusoHerisson,matteoFZ75,1,Knafo
hudsuck3r,romuald_correia,1,Knafo
LusoHerisson,hudsuck3r,1,Knafo
lucidite_92,romuald_correia,1,Knafo
LusoHerisson,lucidite_92,1,Knafo
grm_off,lucidite_92,1,Knafo
LucienReconq,grm_off,1,Knafo
Homere40211586,reginegarciadi1,1,Knafo
CroqueuseVie,reginegarciadi1,1,Knafo
CroqueuseVie,Homere40211586,1,Knafo
Joskewinnie,R6913Bc,1,Knafo
TimeMachine1980,manonbymanon_,1,Knafo
Thomas_France75,manonbymanon_,1,Knafo
Bouliricaaa,lucide28,1,Knafo
benjo2626,juliensgb,1,Knafo
BONMAT18,mhzaldivar,1,Knafo
Bahsief93,Samuel_Lafont,1,Knafo
CarlaPi83500,DupuyTheop25968,1,Knafo
de_chardin,vamospalestine6,1,Knafo
Eve_Piper_,SancerreP,1,Knafo
RiMarche,Steph_owb,1,Knafo
LegalOfficer001,YUNGSTER_C,1,Knafo
breton240,soafer,1,Knafo
soafer,unZsinonrien,1,Knafo
BonNationaliste,Castellani05,1,Knafo
Magdamary85,therese4648,1,Knafo
LaPourGueuler,R6913Bc,1,Knafo
MaximusConan,vincent95298758,1,Knafo
fr_bzh56,vincent95298758,1,Knafo
fdsRhea,fr_bzh56,1,Knafo
coliving_paris_,eelv.paris16,1,Belliard
DonZlatano,PastisAntifake,1,Knafo
PastisAntifake,RocheteauDomin2,1,Knafo
Magdamary85,R6913Bc,1,Knafo
JPH57000,Magdamary85,1,Knafo
CaillonWin,yas_zerr,1,Knafo
YUNGSTER_C,deltadusud,1,Knafo
DBouffee,DonZlatano,1,Knafo
EmmaRobinsonss,razoor777,1,Knafo
Babylone771,SylvieNellinge1,1,Knafo
KanameVirgo2,SylvieNellinge1,1,Knafo
luckasdelille59,maurad_m,1,Knafo
MTower990429,temps_g_ui,1,Knafo
Libre_Droite,MTower990429,1,Knafo
Libre_Droite,temps_g_ui,1,Knafo
Thomas_France75,leconflent66,1,Knafo
eelv.paris16,jeanlouisneboux,1,Belliard
AcideLeRevenant,DUMONTPIER37408,1,Knafo
Beni_le_matou,DUMONTPIER37408,1,Knafo
MattDelacourt,benjo2626,1,Knafo
KINGDHARMA1,SancerreP,1,Knafo
DAVdom3,Encora67,1,Knafo
DAVdom3,JohnPSharpe,1,Knafo
Encora67,JohnPSharpe,1,Knafo
Jean_Mapine,TheReganAngle,1,Knafo
AzurClair1,Charlenry17,1,Knafo
Libre_Droite,judahPOV,1,Knafo
MTower990429,fr_bzh56,1,Knafo
JinguJingou,moha96791,1,Knafo
CaillonWin,hau_didier,1,Knafo
lucide28,maria_andy2,1,Knafo
DonZlatano,lucide28,1,Knafo
Shelby54654,SocRouge,1,Knafo
JulienCavelier2,MonsieurDworkin,1,Knafo
FbioFOX3,Libre_Droite,1,Knafo
FbioFOX3,HN20062007,1,Knafo
HN20062007,Libre_Droite,1,Knafo
judahPOV,r0ulito,1,Knafo
Marie85945855,soafer,1,Knafo
Marie85945855,issamsatoshi,1,Knafo
issamsatoshi,soafer,1,Knafo
MARCLANDES40,Melenchon4Ever,1,Knafo
JohnPSharpe,MARCLANDES40,1,Knafo
DucoeurThierry,Jayronimo77,1,Knafo
Cgr007007,Jayronimo77,1,Knafo
pacauroca,penseefrancaise,1,Knafo
domenon9,penseefrancaise,1,Knafo
domenon9,pacauroca,1,Knafo
RiMarche,joubertcol65493,1,Knafo
lucide28,merlin_thanael,1,Knafo
drlx75,eelv.paris16,1,Belliard
JohnPSharpe,karimvanquish,1,Knafo
Francoise_M75,sgbg38,1,Knafo
BisounoursPapy,laroueatourner,1,Knafo
Babylone771,ps_sl39489,1,Knafo
SIsthme,ps_sl39489,1,Knafo
FrancModeOn,SIsthme,1,Knafo
DSoulaine,GuillaumeB38968,1,Knafo
GuillaumeB38968,glimo_protocol,1,Knafo
cbiget,cherry_art_art_art,1,Belliard
cbiget,coliving_paris_,1,Belliard
CiantarGuylene,Reconquete_06,1,Knafo
AmourLiber48632,Reconquete_06,1,Knafo
AmourLiber48632,CiantarGuylene,1,Knafo
merlin_thanael,romuald_correia,1,Knafo
DSoulaine,merlin_thanael,1,Knafo
RiMarche,merlin_thanael,1,Knafo
Magnifaik26,merlin_thanael,1,Knafo
DSoulaine,romuald_correia,1,Knafo
RiMarche,romuald_correia,1,Knafo
Magnifaik26,romuald_correia,1,Knafo
DSoulaine,RiMarche,1,Knafo
DSoulaine,Magnifaik26,1,Knafo
Magnifaik26,RiMarche,1,Knafo
HN20062007,RiMarche,1,Knafo
HN20062007,Magnifaik26,1,Knafo
SocRouge,ps_sl39489,1,Knafo
VincentdeVince2,ps_sl39489,1,Knafo
VincentdeVince2,soafer,1,Knafo
Libre_Droite,VincentdeVince2,1,Knafo
Libre_Droite,soafer,1,Knafo
DSoulaine,breteau_leon,1,Knafo
R6913Bc,ellenetlaine,1,Knafo
Libre_Droite,NoelVerjus,1,Knafo
Magnifaik26,hudsuck3r,1,Knafo
Loboxine,QueenFirmAction,1,Knafo
Homere40211586,soafer,1,Knafo
KINGDHARMA1,RocheteauDomin2,1,Knafo
PENELOPESARA,ParbleuDank,1,Knafo
BoulatFranck,Telepeache,1,Knafo
Libre_Droite,phoenix_rif,1,Knafo
MattDelacourt,glimo_protocol,1,Knafo
EvelyneMirial58,soafer,1,Knafo
GlachantBenoit,R6913Bc,1,Knafo
Andregilles10,R6913Bc,1,Knafo
Andregilles10,GlachantBenoit,1,Knafo
MissUggy,ZadkineA,1,Knafo
MissUggy,caroline14710,1,Knafo
ZadkineA,caroline14710,1,Knafo
PrincedeCannes,caroline14710,1,Knafo
Emilien_arobase,PrincedeCannes,1,Knafo
PrincedeCannes,ZadkineA,1,Knafo
Emilien_arobase,ZadkineA,1,Knafo
BouzaradAli,Libre_Droite,1,Knafo
BouzaradAli,glimo_protocol,1,Knafo
Libre_Droite,glimo_protocol,1,Knafo
49Reconquete,CaillonWin,1,Knafo
49Reconquete,DucoeurThierry,1,Knafo
Magnifaik26,marie_giannoni,1,Knafo
Lalonde82917097,delalandebis,1,Knafo
delalandebis,moha96791,1,Knafo
Emilien_arobase,delalandebis,1,Knafo
Emilien_arobase,moha96791,1,Knafo
ChevalierDem,R6913Bc,1,Knafo
AudeLarous,penseefrancaise,1,Knafo
PrincedeCannes,penseefrancaise,1,Knafo
AudeLarous,PrincedeCannes,1,Knafo
AudeLarous,benjo2626,1,Knafo
AudeLarous,wande7872,1,Knafo
AudeLarous,crockett_sonny2,1,Knafo
AudeLarous,Danhalakha,1,Knafo
PrincedeCannes,benjo2626,1,Knafo
PrincedeCannes,wande7872,1,Knafo
cbiget,jeanlouisneboux,1,Belliard
cbiget,drlx75,1,Belliard
benjo2626,wande7872,1,Knafo
benjo2626,crockett_sonny2,1,Knafo
Danhalakha,benjo2626,1,Knafo
crockett_sonny2,wande7872,1,Knafo
Danhalakha,wande7872,1,Knafo
Danhalakha,crockett_sonny2,1,Knafo
Magnifaik26,crockett_sonny2,1,Knafo
Magnifaik26,PetitgandMarie1,1,Knafo
PetitgandMarie1,crockett_sonny2,1,Knafo
a_pastoi,crockett_sonny2,1,Knafo
PetitgandMarie1,a_pastoi,1,Knafo
PetitgandMarie1,PrincedeCannes,1,Knafo
PrincedeCannes,a_pastoi,1,Knafo
AlexTerieur77,MOMheli,1,Knafo
Thierrybardos,penseefrancaise,1,Knafo
christo76113245,reginegarciadi1,1,Knafo
reginegarciadi1,wande7872,1,Knafo
Croisade24,wande7872,1,Knafo
Eturo_Giordano,Libre_Droite,1,Knafo
Emilien_arobase,Libre_Droite,1,Knafo
Andregilles10,Libre_Droite,1,Knafo
Andregilles10,Emilien_arobase,1,Knafo
CaillonWin,soafer,1,Knafo
lad24099,stmam09,1,Knafo
Magnifaik26,lad24099,1,Knafo
Croisade24,R6913Bc,1,Knafo
Homere40211586,Jacksanders2003,1,Knafo
ButWeAreBetter,MickaelLG2023,1,Knafo
Michel_Zed_,MickaelLG2023,1,Knafo
BugattiNoukies,Michel_Zed_,1,Knafo
BenjaminDa88978,beeetcoin,1,Knafo
PedroP0875,ebascle,1,Belliard
Emilien_arobase,guerrede3,1,Knafo
Charlenry17,MattDelacourt,1,Knafo
Croisade24,CroqueuseVie,1,Knafo
Danbay33,JinguJingou,1,Knafo
AuclairYve35711,ClaudeMipi,1,Knafo
Netox_144,hounoz,1,Knafo
Netox_144,soafer,1,Knafo
CinStory1,grok,1,Knafo
CarottePatriote,FrancModeOn,1,Knafo
CarottePatriote,Magnifaik26,1,Knafo
CarottePatriote,MaryC7773,1,Knafo
Magnifaik26,MaryC7773,1,Knafo
HN20062007,LChevreuils,1,Knafo
ArouetDenis,_JCAlain,1,Knafo
ArouetDenis,R6913Bc,1,Knafo
Philippe163638,_JCAlain,1,Knafo
PedroP0875,calphilippe,1,Belliard
Bahsief93,DBouffee,1,Knafo
ARDESPHILIPPE1,R6913Bc,1,Knafo
Delvalle4Gisele,bingopanam,1,Knafo
FbkzS12,VilPorcSaintDou,1,Knafo
laroueatourner,soafer,1,Knafo
Fleur2108,laroueatourner,1,Knafo
FrancModeOn,laroueatourner,1,Knafo
Magnifaik26,laroueatourner,1,Knafo
QGML_75,laroueatourner,1,Knafo
Fleur2108,soafer,1,Knafo
FrancModeOn,soafer,1,Knafo
Magnifaik26,soafer,1,Knafo
QGML_75,soafer,1,Knafo
Fleur2108,FrancModeOn,1,Knafo
Fleur2108,Magnifaik26,1,Knafo
Fleur2108,QGML_75,1,Knafo
FrancModeOn,Magnifaik26,1,Knafo
FrancModeOn,QGML_75,1,Knafo
Magnifaik26,QGML_75,1,Knafo
Bohemondisback,FbkzS12,1,Knafo
VilPorcSaintDou,lilou45187969,1,Knafo
ChipieClo63687,LeBreto05734837,1,Knafo
BoeschPed1903,LeBreto05734837,1,Knafo
BoeschPed1903,ChipieClo63687,1,Knafo
Autokhthon,Kidder1978,1,Knafo
Bahsief93,Bardon15186794,1,Knafo
Bahsief93,CorinneSia68822,1,Knafo
Rev_de_Presse,soafer,1,Knafo
fdsRhea,glimo_protocol,1,Knafo
bascopensardine,kkewine,1,Knafo
deltadusud,fendlab85183451,1,Knafo
briallon57908,soafer,1,Knafo
sgbg38,zoro_zoro_7_,1,Knafo
SaplanLena,zoro_zoro_7_,1,Knafo
SaplanLena,sgbg38,1,Knafo
Bahsief93,deltadusud,1,Knafo
Cgr007007,Charlenry17,1,Knafo
SIsthme,SaplanLena,1,Knafo
VISMARA_R,Zugaramurdi64,1,Belliard
breton240,invictus4359,1,Knafo
R6913Bc,soafer,1,Knafo
DAVdom3,R6913Bc,1,Knafo
CroqueuseVie,marc_lubrano,1,Knafo
GrardMansoif,R6913Bc,1,Knafo
R6913Bc,SylvieNellinge1,1,Knafo
Michel_Zed_,R6913Bc,1,Knafo
FabienVerlain,JulienCavelier2,1,Knafo
FabienVerlain,kaobang9,1,Knafo
Charlot37541148,QGML_75,1,Knafo
KINGDHARMA1,loindevant,1,Knafo
Benoit_L_Autre,R6913Bc,1,Knafo
Nicola1Charlier,SIsthme,1,Knafo
MelleEnne,sgdbdr,1,Knafo
Karm5624,MelleEnne,1,Knafo
Karm5624,sgdbdr,1,Knafo
Ze100eZ,padamalga500,1,Knafo
PetitgandMarie1,hau_didier,1,Knafo
AtiyahLeewood,R6913Bc,1,Knafo
ChevalierDem,finstreet,1,Knafo
BabayagaX13,fr_bzh56,1,Knafo
FanDeMarlene,fr_bzh56,1,Knafo
BabayagaX13,FanDeMarlene,1,Knafo
IzzaIbrahim73,r0ulito,1,Knafo
SylvieNellinge1,r0ulito,1,Knafo
Ekinorev63,SylvieNellinge1,1,Knafo
CarlaPi83500,finstreet,1,Knafo
IzzaIbrahim73,Magnifaik26,1,Knafo
IzzaIbrahim73,R6913Bc,1,Knafo
R6913Bc,de_chardin,1,Knafo
IzzaIbrahim73,de_chardin,1,Knafo
CorinneDTR,krebs_claire,1,Knafo
CorinneDTR,winnertoto97118,1,Knafo
krebs_claire,winnertoto97118,1,Knafo
Charlenry17,Netox_144,1,Knafo
29Locki,Libre_Droite,1,Knafo
Babylone771,Ze100eZ,1,Knafo
Ze100eZ,raeva89,1,Knafo
Babylone771,raeva89,1,Knafo
FrancModeOn,caro_soph,1,Knafo
Thierrybardos,caro_soph,1,Knafo
FrancModeOn,Thierrybardos,1,Knafo
Ju_111_S,Patrickkdl1,1,Belliard
Reine_Margot2,SylvieNellinge1,1,Knafo
BatesNorman881,fr_bzh56,1,Knafo
GoujouG,Libre_Droite,1,Knafo
GlachantBenoit,PrincedeCannes,1,Knafo
Charlenry17,terroiravie,1,Knafo
Ju_111_S,TheReganAngle,1,Belliard
Charlenry17,tybert2018,1,Knafo
Encora67,glimo_protocol,1,Knafo
Libre_Droite,caroline14710,1,Knafo
BobSpongiaBob,R6913Bc,1,Knafo
GoujouG,guerrede3,1,Knafo
GoujouG,SJallamion,1,Knafo
SJallamion,guerrede3,1,Knafo
HussardUse,soafer,1,Knafo
SitgesFranck,breton240,1,Knafo
Cieldecristal1,corsucorse,1,Knafo
LougnonE89778,RoseLouise48520,1,Knafo
Fileassfog,Jeaanne0secours,1,Knafo
Fileassfog,R6913Bc,1,Knafo
Jeaanne0secours,R6913Bc,1,Knafo
bingopanam,facqoddebes,1,Knafo
BoulatFranck,canlou62,1,Knafo
CLAMAR19551,Fleur2108,1,Knafo
FannyScacchia,FrancModeOn,1,Knafo
R6913Bc,hudsuck3r,1,Knafo
Bahsief93,jack_verdier,1,Knafo
hudsuck3r,jack_verdier,1,Knafo
DukeMargarine,bingopanam,1,Knafo
Outofnone1,bingopanam,1,Knafo
Vincent7582,bingopanam,1,Knafo
DukeMargarine,Outofnone1,1,Knafo
DukeMargarine,Vincent7582,1,Knafo
Outofnone1,Vincent7582,1,Knafo
Vincent7582,youdontknowalie,1,Knafo
kris_honneur,youdontknowalie,1,Knafo
BouzaradAli,JohhnS95722,1,Knafo
CarottePatriote,JohhnS95722,1,Knafo
Danbay33,TheReganAngle,1,Knafo
Crislor94,TheReganAngle,1,Knafo
Crislor94,Danbay33,1,Knafo
Bahsief93,judahPOV,1,Knafo
FrancModeOn,judahPOV,1,Knafo
Bahsief93,FrancModeOn,1,Knafo
Benoit_L_Autre,neveu_matthieu,1,Knafo
bherlot,neveu_matthieu,1,Knafo
Benoit_L_Autre,bherlot,1,Knafo
JIDEPh,bherlot,1,Knafo
MisterChris2024,godoy9953,1,Knafo
MisterChris2024,guerrede3,1,Knafo
Htag67,The_best_man_57,1,Knafo
JulienPasteur1,KINGDHARMA1,1,Knafo
KINGDHARMA1,RichardRionda,1,Knafo
Magnifaik26,Samuel_Lafont,1,Knafo
coupeau_denis,thierrylafonZ,1,Knafo
Kalten16,Malamatia,1,Knafo
DTovev,chouman_f,1,Belliard
Danhalakha,QGML_75,1,Knafo
ClaudeMipi,R6913Bc,1,Knafo
Baptiste_Gvn75,judahPOV,1,Knafo
GzkJm,hudsuck3r,1,Knafo
MattDelacourt,mthistoria,1,Knafo
MarcelE35864931,Samuel_Lafont,1,Knafo
AntiProgessiste,terroiravie,1,Knafo
BalahouaneMust1,Marie85945855,1,Knafo
BSE_Anoss,valoubenettou,1,Knafo
R6913Bc,Thomas_Isotopie,1,Knafo
YannLT7,nobru072,1,Knafo
Bohemondisback,nobru072,1,Knafo
carlafrederic4,potentiel70,1,Knafo
FabienVerlain,sergejeangarcia,1,Knafo
de_chardin,grm_off,1,Knafo
BoeschPed1903,Montjoie_St_D,1,Knafo
Montjoie_St_D,pierrot_f,1,Knafo
BoeschPed1903,pierrot_f,1,Knafo
29Locki,ZakOuille1,1,Knafo
SylvieNellinge1,corsucorse,1,Knafo
RovayaM82121,breteau_leon,1,Knafo
FrancModeOn,jiaiffert,1,Knafo
CLAMAR19551,dfbert,1,Knafo
R6913Bc,glimo_protocol,1,Knafo
Lalonde82917097,fabrice_0075,1,Knafo
BONMAT18,Bahsief93,1,Knafo
GodinEdith88613,fabol22,1,Knafo
CroqueuseVie,FrancModeOn,1,Knafo
CroqueuseVie,anyzett,1,Knafo
Jackson01874581,KINGDHARMA1,1,Knafo
Sudfrancilien91,breteau_leon,1,Knafo
LougnonE89778,soafer,1,Knafo
Charlenry17,manonbymanon_,1,Knafo
manonbymanon_,soafer,1,Knafo
Charlenry17,soafer,1,Knafo
BobSpongiaBob,VilPorcSaintDou,1,Knafo
Michel_Zed_,vincent95298758,1,Knafo
Catr1ne_Her,Toma_Cersei,1,Knafo
Lasudoise3,Toma_Cersei,1,Knafo
Jayronimo77,SJallamion,1,Knafo
FabienVerlain,dmz1781,1,Knafo
guerrede3,moureaux_marie,1,Knafo
MARCLANDES40,PetitgandMarie1,1,Knafo
Patrick94649959,lactetue,1,Knafo
DBouffee,FrancModeOn,1,Knafo
DBouffee,Lalonde82917097,1,Knafo
JosianePratx,judahPOV,1,Knafo
BoulatFranck,frederic_sape,1,Knafo
AbbonaChris,NathalieE0810,1,Knafo
LaurentMorino,NathalieE0810,1,Knafo
Jeaanne0secours,NumerusVeritas,1,Knafo
MaatHxC,sidro79,1,Knafo
GoujouG,jiaiffert,1,Knafo
PierreFrance59,soafer,1,Knafo
MisterGuacamole,RovayaM82121,1,Knafo
Toma_Cersei,mdx63,1,Knafo
lasoluce42,troogentille,1,Knafo
BoulatFranck,HussardUse,1,Knafo
FrancModeOn,manonbymanon_,1,Knafo
henryadrienne9,r_dardennes,1,Knafo
FrancModeOn,Marie85945855,1,Knafo
GodinEdith88613,soafer,1,Knafo
ChristineB56332,soafer,1,Knafo
ChristineB56332,morgan_lilfield,1,Knafo
a_pastoi,terroiravie,1,Knafo
Danhalakha,terroiravie,1,Knafo
Danhalakha,a_pastoi,1,Knafo
Carolinemo1716,mdx63,1,Knafo
VilPorcSaintDou,mdx63,1,Knafo
Carolinemo1716,VilPorcSaintDou,1,Knafo
anne2br,ngoloshabazz,1,Knafo
Encora67,Saumonnette69,1,Knafo
CiantarGuylene,MedecinZemmour,1,Knafo
BenjaminDa88978,MedecinZemmour,1,Knafo
BenjaminDa88978,CiantarGuylene,1,Knafo
LaurentMorino,diefredou,1,Knafo
Sylsyl1975,soafer,1,Knafo
CPadmee,JadoorLabstrait,1,Knafo
CPadmee,marie_giannoni,1,Knafo
JadoorLabstrait,marie_giannoni,1,Knafo
DAVdom3,Kusagani52,1,Knafo
Cgr007007,FrancModeOn,1,Knafo
BatricePLAISAN1,JadoorLabstrait,1,Knafo
parisienIX,soafer,1,Knafo
rionamaTeL,soafer,1,Knafo
parisienIX,rionamaTeL,1,Knafo
CiantarGuylene,soafer,1,Knafo
KINGDHARMA1,Luceauu,1,Knafo
RobertBer2,sgbg38,1,Knafo
Hanabi63,Samuel_Lafont,1,Knafo
FRA_PdRF_2027,padamalga500,1,Knafo
padamalga500,soafer,1,Knafo
DomiPiussan,MagAvecZ,1,Knafo
GeorgesZe16,SancerreP,1,Knafo
SancerreP,Soljenitsyniste,1,Knafo
GeorgesZe16,Soljenitsyniste,1,Knafo
PinguoinSecours,Soljenitsyniste,1,Knafo
Bernade26318985,JEANBANVILLE1,1,Knafo
JEANBANVILLE1,LaColitruche,1,Knafo
JEANBANVILLE1,i_decrion,1,Knafo
ClaudeBB64,CroqueuseVie,1,Knafo
CroqueuseVie,Ekinorev63,1,Knafo
56Didou,Libre_Droite,1,Knafo
_Askel,daniel_sebire,1,Belliard
Julien80212371,legarsdaubagne,1,Knafo
Rhode_Ruby,pouceopposable,1,Knafo
FrancModeOn,_abdakadabra,1,Knafo
1parisienaparis,daniel_sebire,1,Belliard
MarchalOmbre_,Samuel_Lafont,1,Knafo
MakeCathedrals,RobinSpennick,1,Knafo
CroqueuseVie,NathalieE0810,1,Knafo
Hanabi63,hudsuck3r,1,Knafo
7rhztwwsm4,Danhalakha,1,Knafo
JEANBANVILLE1,Patbla2103,1,Knafo
GoujouG,Patbla2103,1,Knafo
MagAvecZ,judahPOV,1,Knafo
DomCroixGalerne,breton240,1,Knafo
Cyl_Mes,DomCroixGalerne,1,Knafo
FrancModeOn,Sudfrancilien91,1,Knafo
Danhalakha,Sudfrancilien91,1,Knafo
Samuel_Lafont,Sudfrancilien91,1,Knafo
CroqueuseVie,Danhalakha,1,Knafo
CroqueuseVie,Samuel_Lafont,1,Knafo
Andregilles10,mdx63,1,Knafo
AdrienLeMonk,Complotismus,1,Knafo
SaadFrance71001,frederic_thiery,1,Knafo
2Halumi,MarchalOmbre_,1,Knafo
BabayagaX13,FabienVerlain,1,Knafo
ArouetDenis,BoulatFranck,1,Knafo
YannickColin9,finstreet,1,Knafo
DiciCyr51,bergeronnette2,1,Knafo
DiciCyr51,terroiravie,1,Knafo
DiciCyr51,Neptune3333333,1,Knafo
AdrienLeMonk,DiciCyr51,1,Knafo
bergeronnette2,terroiravie,1,Knafo
Neptune3333333,bergeronnette2,1,Knafo
AdrienLeMonk,bergeronnette2,1,Knafo
Neptune3333333,terroiravie,1,Knafo
AdrienLeMonk,terroiravie,1,Knafo
AdrienLeMonk,Neptune3333333,1,Knafo
Bahsief93,Neptune3333333,1,Knafo
AdrienLeMonk,Bahsief93,1,Knafo
GeorgescuS14503,HermanFran77642,1,Knafo
Kidder1978,frederic_thiery,1,Knafo
BobyEwing5,jusko_bout,1,Knafo
BobyEwing5,PatrioteZfr,1,Knafo
JulienStephan8,i_decrion,1,Knafo
34occi34,i_decrion,1,Knafo
34occi34,LeandriSimon,1,Knafo
MARCLANDES40,UnParisienChill,1,Knafo
SaplanLena,notrerevolte,1,Knafo
Danhalakha,NacereDiafi,1,Knafo
FrancModeOn,ps_sl39489,1,Knafo
FrancModeOn,fier_france,1,Knafo
fier_france,ps_sl39489,1,Knafo
JulienStephan8,officielsoral,1,Knafo
BouliTallarnien,desvigne4630,1,Knafo
Natheli14,elenco8,1,Knafo
BRICEKE39026084,fabrice_0075,1,Knafo
lamu4tw,poupette7154,1,Knafo
LouLa144929,Zemmour_svp,1,Knafo
Kevin_cindy12,UnParisienChill,1,Knafo
Danhalakha,elenco8,1,Knafo
1parisienaparis,_Askel,1,Belliard
MansuyYves,ParbleuDank,1,Knafo
Justine26941986,tythanblog,1,Knafo
RobinSpennick,SibilleOliver,1,Knafo
Danhalakha,MTower990429,1,Knafo
LibertePeanuts,hostrogo,1,Knafo
BLhoumeau,RoyGrego231274,1,Knafo
Malamatia,ethicsouveraine,1,Knafo
Raven942547,godoy9953,1,Knafo
Jrmy159389,TheReganAngle,1,Belliard
ClaudeMipi,MTower990429,1,Knafo
Karm5624,karimvanquish,1,Knafo
Luceauu,Patrick94649959,1,Knafo
DBouffee,Luceauu,1,Knafo
DBouffee,Patrick94649959,1,Knafo
AdrienLeMonk,NathalieE0810,1,Knafo
LouLa144929,Samuel_Lafont,1,Knafo
Patbla2103,PetitgandMarie1,1,Knafo
BoulatFranck,LChevreuils,1,Knafo
PENELOPESARA,swallow1032390,1,Knafo
Franstill13,dfbert,1,Knafo
ParbleuDank,lasoluce42,1,Knafo
GaroHenrys,frederic_thiery,1,Knafo
Justine26941986,frederic_thiery,1,Knafo
MaatHxC,frederic_thiery,1,Knafo
frederic_thiery,potentiel70,1,Knafo
MaatHxC,potentiel70,1,Knafo
PetitgandMarie1,notrerevolte,1,Knafo
Polo57105,renarddiana1,1,Knafo
Danhalakha,Jeaanne0secours,1,Knafo
Magnifaik26,lactetue,1,Knafo
BONMAT18,Le_Mat_57,1,Knafo
Le_Mat_57,Vincent7582,1,Knafo
CorinneDTR,R6913Bc,1,Knafo
HubertedTed,joss_Romy2,1,Knafo
CroqueuseVie,RichardRionda,1,Knafo
URoyalev94811,coupeau_denis,1,Knafo
Michel_Zed_,Pierre_Christen,1,Knafo
Pierre_Christen,iegor_gran,1,Knafo
Michel_Zed_,iegor_gran,1,Knafo
Eggius_Galia,RoidIthaque21,1,Knafo
Danhalakha,SIsthme,1,Knafo
Danhalakha,baldus38,1,Knafo
SophieTravina,baldus38,1,Knafo
SophieTravina,caro_soph,1,Knafo
BonNationaliste,FrancModeOn,1,Knafo
FabienVerlain,FrancModeOn,1,Knafo
BonNationaliste,FabienVerlain,1,Knafo
ChevalierMartia,borislemodeste,1,Knafo
PatrioteZfr,vincent95298758,1,Knafo
Gilles_Bourdin,Sceptical11000,1,Knafo
Libert42323991,breteau_leon,1,Knafo
Mouchty9,laulaulau48,1,Knafo
BouliTallarnien,FrancModeOn,1,Knafo
AIGLE_IV_3,CarottePatriote,1,Knafo
NicoleL96635900,lofficielverite,1,Knafo
Lototoooo,NicoleL96635900,1,Knafo
AbbonaChris,OdileBouhallier,1,Knafo
CarlaPi83500,PetitgandMarie1,1,Knafo
ChipieClo63687,monnier403,1,Knafo
cpt_af,kitkatwjfd,1,Knafo
SylvieNellinge1,cpt_af,1,Knafo
SylvieNellinge1,kitkatwjfd,1,Knafo
Foxie802,fvignals,1,Knafo
2_expat,frederic_thiery,1,Knafo
DUMONTPIER37408,Jackson01874581,1,Knafo
CastoriadisF,LegalOfficer001,1,Knafo
Kevin_cindy12,lasoluce42,1,Knafo
CoeurEcre,aljean40,1,Knafo
Marie85945855,hlne_collignon,1,Knafo
EvelyneNahellec,MacronardsFM,1,Mariani
PhotosNicolas89,R58000Bussi,1,Mariani
PGannat,acaudril,1,Mariani
PGannat,RocheteauDomin2,1,Mariani
0chro,Kevin_cindy12,1,Mariani
AMontezuma,pampamplemousse,1,Mariani
DrDigit33210010,JulienCavelier2,1,Mariani
EvelyneNahellec,marinanana93943,1,Mariani
GhjuvanAndreani,Penkovskyy,1,Mariani
d_lebas,marinanana93943,1,Mariani
fabienyeiayel,stannislask51,1,Belliard
LepiezM79535,Nono72Jjpr,1,Mariani
LepiezM79535,phenix7_phenix,1,Mariani
KamelBounouar,MARCLANDES40,1,Mariani
Foxie802,MiniLicorne69,1,Mariani
focyte34,jfouchard29,1,Mariani
GuillaumeDeFr10,NathalieE0810,1,Mariani
Nandilaure,unZsinonrien,1,Mariani
CHRIS473112,Joskewinnie,1,Mariani
Patricktaudiere,Richard21485963,1,Mariani
MOMheli,MaximeTHEBAUL10,1,Mariani
Eggius_Galia,Venizane,1,Mariani
didier46959,toad_leap,1,Mariani
FredGaulois,RanqueJp,1,Mariani
FredGaulois,Michael20371415,1,Mariani
Cambovar26,LaurieAnneJacqu,1,Belliard
PhilippeBodin2,RocheteauDomin2,1,Mariani
AMarcilly_TMKT,OFounders,1,Belliard
OFounders,PhilMorea,1,Belliard
cedrictri,ludovicdesmurger,1,Belliard
eelv.paris16,ludovicdesmurger,1,Belliard
